,代码,名称,收入同比%%,利润同比%%,营业利润率%%,市销率,市净率,市现率,市盈(动),总金额,量比,细分行业,地区,振幅%%,均价,内盘,外盘,内外比,买量,卖量,未匹配量,流通股本(万),流通市值,AB股总市值,强弱度%%,活跃度,每笔均量,每笔换手,财务更新,上市日期,总股本(万),B股(或A),H股,总资产(万),净资产,少数股权,资产负债率%%,流动资产,固定资产,无形资产,流动负债,公积金,存货,应收帐款,营业收入,营业成本,营业利润,投资收益,利润总额,税后利润,净利润,未分利润,经营现金流,总现金流,股东人数,人均持股,人均市值,换手%%,涨速%%,最低,昨收,最高,每股收益,每股净资,调整后净资,每股公积,每股未分配,权益比,净益率%%,销售毛利率%%,今开,净利润率%%,total1,total2,total3,total4
1554,300323,华灿光电,42.64,-71.53,0.1,10.09,2.44,-333.02,174.26,127319064.0,1.2,半导体,湖北,8.04,6.57,85127.0,108683.0,0.78,0.0,14885.0,,67500.0,43.81,         43.81亿,-8.93,2549.0,76.0,0.0011,20150825.0,20120601.0,67500.0,0.0,0.0,409151.78,179184.36,0.0,56.21,166693.95,215158.59,7573.77,122687.52,81887.2,47353.4,48753.2,43423.51,31545.52,45.47,0.0,1346.43,1256.95,1256.95,26580.23,-1315.45,-3934.75,19578.0,34477.0,22.38万,2.87,0.0,6.49,7.21,7.07,0.019㈡,2.65,0.0,1.21,0.39,43.79,          0.70㈡,27.35,6.49,2.89,71298789.1828,2655395.0522,7634.3306,284.3269
1555,300324,旋极信息,231.82,808.07,14.59,29.47,12.5,265.57,237.21,0.0,0.0,软件服务,北京,0.0,20.37,0.0,0.0,,0.0,0.0,,27656.74,56.34,         96.26亿,1.06,0.0,,,20150820.0,20120608.0,47254.57,0.0,0.0,119591.65,77017.43,6822.5,29.89,70715.72,8991.37,1216.15,35659.73,10840.7,12219.19,21766.89,32665.01,14250.09,4766.68,17.27,5389.06,3114.84,2028.99,17156.76,3624.59,-3619.56,8310.0,33281.0,67.79万,0.0,,,20.37,,0.090㈡,1.63,0.0,0.23,0.36,64.4,          2.63㈡,56.38,,6.21,28368335.2965,,13364.4114,
1556,300325,德威新材,29.26,28.11,5.58,3.79,3.37,-51.89,40.44,108759480.0,1.09,塑料,江苏,10.69,8.53,66873.0,60668.0,1.1,0.0,3560.0,,31535.74,26.27,         26.66亿,-8.98,1968.0,65.0,0.0021,20150725.0,20120601.0,32000.0,0.0,0.0,196788.11,79086.45,2129.1,58.73,138923.22,22378.84,7991.12,99261.56,11680.12,27130.94,50707.37,70388.15,60569.88,3927.45,102.7,4159.98,3432.93,3295.46,31716.09,-5137.49,-5017.39,9493.0,33220.0,27.67万,4.04,0.0,8.33,9.26,9.32,0.103㈡,2.47,0.0,0.37,0.99,40.19,          4.17㈡,13.95,8.4,4.68,7958111.1684,1653020.124,1062.3588,220.668
1557,300326,凯利泰,140.58,214.62,52.31,32.8,5.98,9082.08,40.4,102004072.0,0.67,医疗保健,上海,11.71,19.81,27538.0,23941.0,1.15,200.0,2042.0,,27468.61,52.19,         66.91亿,-5.85,2055.0,25.0,0.0009,20150826.0,20120613.0,35214.57,0.0,0.0,153879.02,111868.77,13083.57,18.8,52148.94,15222.75,5716.24,11095.82,51502.43,5890.41,26635.13,20398.32,5847.95,10670.8,4613.18,10849.12,9442.4,8280.25,22729.25,73.67,-18839.26,13275.0,20692.0,39.31万,1.87,-0.1,18.81,20.41,21.2,0.235㈡,3.18,0.0,1.46,0.65,72.7,          7.40㈡,71.33,18.96,40.59,6216712.408,2917546.2192,2108.476,989.5224
1558,300327,中颖电子,15.96,72.76,11.6,11.81,4.22,76.4,58.35,134432032.0,1.36,半导体,上海,15.15,14.57,61074.0,31206.0,1.96,91.0,574.0,,17036.8,24.29,         24.29亿,5.91,1831.0,50.0,0.003,20150822.0,20120613.0,17036.8,0.0,0.0,66459.06,57616.11,0.0,13.31,60550.91,3406.43,1884.15,8743.58,33788.46,5204.83,5952.25,20575.24,12484.58,2385.86,166.78,2387.54,2081.9,2081.9,4984.0,3180.05,-14440.98,10340.0,16477.0,23.50万,5.42,0.0,12.9,13.6,14.96,0.122㈡,3.38,0.0,1.98,0.29,86.69,          3.61㈡,39.32,13.07,10.12,3877886.151,868619.9142,1417.3215,317.4703
1559,300328,宜安科技,34.47,54.78,7.01,16.21,6.68,64.78,103.84,112609168.0,0.83,铝,广东,14.65,19.88,28038.0,28608.0,0.98,0.0,3070.0,,22400.0,42.38,         42.38亿,-8.93,2259.0,25.0,0.0011,20150819.0,20120619.0,22400.0,0.0,0.0,89094.88,63432.76,0.0,28.8,47081.44,30768.9,2265.51,22781.82,20754.56,8944.25,14486.59,26146.93,18750.47,1832.81,9.27,2346.01,2038.03,2040.59,18224.1,6542.75,2911.34,11505.0,19470.0,36.84万,2.53,0.0,18.92,21.02,22.0,0.091㈡,2.83,0.0,0.93,0.81,71.2,          3.22㈡,28.29,19.45,7.8,9251612.3392,1732895.416,4400.7392,824.291
1560,300329,海伦钢琴,6.49,10.47,8.38,11.92,3.8,1256.41,67.09,68060304.0,0.94,文教休闲,浙江,13.57,16.03,24267.0,18193.0,1.33,1.0,589.0,,13398.0,20.91,         20.91亿,-4.39,1698.0,25.0,0.0019,20150826.0,20120619.0,13398.0,0.0,0.0,68145.6,55105.4,430.37,18.5,44797.53,19714.88,2307.51,12572.32,26056.57,17658.39,9469.17,17540.1,12515.36,1470.5,0.0,1838.98,1571.47,1558.75,13605.36,166.46,-1883.56,9865.0,13581.0,21.20万,3.17,-0.5,15.22,16.51,17.46,0.116㈡,4.11,0.0,1.94,1.02,80.86,          2.83㈡,28.65,15.39,8.89,4571888.304,1048760.784,1402.8519,321.8049
1561,300330,华虹计通,-0.97,-95.36,0.84,18.3,4.27,422.0,1274.26,66887128.0,0.67,软件服务,上海,14.83,11.6,28209.0,29435.0,0.96,46.0,401.0,,16745.25,18.39,         18.58亿,-8.5,1830.0,31.0,0.0019,20150821.0,20120619.0,16922.77,0.0,0.0,60680.48,43779.9,0.0,27.85,48600.55,11542.82,249.28,16464.86,20028.6,6969.3,18936.95,10151.87,8360.57,85.45,31.05,85.79,72.91,72.91,5801.98,440.31,410.45,12153.0,13779.0,15.13万,3.44,-0.18,10.98,12.14,12.78,0.004㈡,2.57,2.57,1.18,0.34,72.15,          0.17㈡,17.65,11.01,0.72,77322708.4448,668092.0848,23433.6414,202.4739
1562,300331,苏大维格,-3.8,-89.53,-4.48,13.7,4.84,-1134.1,1251.87,85643192.0,0.75,元器件,江苏,14.52,26.43,17243.0,15164.0,1.14,298.0,67.0,,6338.33,15.92,         23.35亿,-8.94,1687.0,19.0,0.003,20150826.0,20120628.0,9300.0,0.0,0.0,67998.6,48252.25,1799.61,26.39,44341.39,19440.34,1751.04,9432.58,26583.43,7081.16,15930.65,17040.01,12350.5,-762.85,70.1,146.9,-191.16,93.27,10362.99,-205.91,-7591.7,3886.0,16311.0,40.96万,5.11,-0.19,25.11,27.9,29.16,0.010㈡,5.19,0.0,2.86,1.11,70.96,          0.19㈡,27.52,26.2,0.55,85125407.382,1781563.32,19929.7704,417.104
1563,300332,天壕节能,36.63,1.1,20.75,25.21,3.65,-384.49,50.03,113119640.0,0.83,环境保护,北京,15.68,15.65,34832.0,37460.0,0.93,14.0,1431.0,,31622.23,49.58,         60.71亿,1.83,2220.0,33.0,0.001,20150831.0,20120628.0,38718.94,0.0,0.0,237350.02,141288.69,935.07,40.08,50231.3,82786.46,37403.81,66496.4,72722.17,5094.16,22104.59,24085.76,14108.59,4996.6,0.0,6548.43,5911.31,6067.14,39662.9,-1579.0,-4344.41,15970.0,19801.0,31.05万,2.29,0.83,14.16,15.56,16.6,0.190㈡,4.29,4.29,1.88,1.02,59.53,          4.29㈡,41.42,14.16,25.19,11874621.5006,3360876.2832,2480.4874,702.0528
1564,300333,兆日科技,20.93,15.63,45.29,63.55,7.02,-1167.41,132.74,213048832.0,0.88,元器件,深圳,17.03,51.01,19998.0,21765.0,0.92,86.0,4.0,,11029.83,56.98,         57.86亿,2.97,2514.0,17.0,0.0015,20150814.0,20120628.0,11200.0,0.0,0.0,85676.38,82474.03,1544.56,1.93,70332.28,7493.37,81.8,1657.79,60932.9,4584.12,1372.53,9104.37,2822.87,4123.23,103.46,4210.5,3238.26,2179.46,7898.74,-495.62,-26420.6,3759.0,29342.0,151.58万,3.79,0.31,46.85,50.69,55.48,0.195㈡,7.36,0.0,5.44,0.71,96.26,          2.64㈡,68.99,47.0,23.94,11372682.6812,4026789.86,7563.5252,2678.06
1565,300334,津膜科技,41.0,-35.8,7.92,21.24,5.26,-31.82,137.36,116165808.0,0.94,专用机械,天津,19.5,18.05,32910.0,31436.0,1.05,3.0,285.0,,25634.81,44.58,         45.39亿,-0.64,1816.0,35.0,0.0014,20150825.0,20120705.0,26100.0,0.0,0.0,131917.72,86271.71,2747.83,32.52,103993.93,20823.5,501.64,40406.23,32046.81,58556.5,24592.4,21373.34,15159.15,1692.13,352.36,1920.5,1669.5,1652.14,25162.49,-14263.62,-12489.62,9657.0,26545.0,46.16万,2.51,-0.05,16.01,17.69,19.46,0.063㈡,3.31,0.0,1.23,0.96,65.4,          1.92㈡,29.07,16.5,7.73,18120218.0192,2176642.38,6123.5088,735.57
1566,300335,迪森股份,-0.92,5.08,8.96,14.25,4.1,53.22,50.37,97735192.0,1.16,供气供热,广东,12.3,10.6,46982.0,45258.0,1.04,13.0,849.0,,23593.82,24.73,         33.17亿,-5.54,1641.0,56.0,0.0024,20150831.0,20120710.0,31654.78,0.0,0.0,106973.92,80807.99,3843.73,20.87,50949.51,34327.44,4161.06,20220.22,29736.35,5131.75,10867.13,23280.75,16186.2,2084.83,0.0,3623.26,3231.68,3293.09,17680.39,6233.2,3716.16,10424.0,22634.0,23.72万,3.91,-0.19,10.1,11.22,11.48,0.104㈡,2.56,2.56,0.94,0.56,75.54,          4.08㈡,30.47,10.1,14.15,5388276.3504,1080436.592,1245.6501,249.773
1567,300336,新文化,45.62,88.73,30.84,24.61,4.21,-67.57,48.49,281177920.0,1.39,影视音像,上海,16.66,19.12,80557.0,66504.0,1.21,102370.0,0.0,,41560.19,82.33,        106.49亿,11.05,2535.0,58.0,0.0014,20150825.0,20120710.0,53754.8,0.0,0.0,349030.59,252871.16,1838.65,27.02,201117.25,11659.53,61.68,88155.61,149045.0,53775.4,94685.43,43264.23,22516.46,13340.88,-5.01,13805.57,11039.78,10980.48,36391.76,-15760.54,-8822.5,24166.0,17198.0,34.07万,3.54,0.0,16.81,18.01,19.81,0.204㈡,4.7,0.0,2.77,0.68,72.45,          4.34㈡,47.96,17.15,25.38,16924493.3091,5985874.6185,3992.1817,1411.9595
1568,300337,银邦股份,4.55,-174.38,-4.2,6.62,2.84,-17.66,,241880800.0,1.06,铝,江苏,10.43,13.19,101173.0,82209.0,1.23,0.0,8073.0,,32172.9,41.08,         47.71亿,-8.95,3081.0,60.0,0.0019,20150826.0,20120718.0,37360.0,0.0,0.0,277035.69,168071.02,-2.06,39.33,127784.9,88301.4,5738.06,99791.09,101970.86,51861.78,38349.78,72100.65,67609.5,-3028.23,-123.0,-3115.7,-3029.95,-3019.93,25051.35,-27011.64,-338.35,17599.0,18281.0,23.34万,5.7,0.0,12.77,14.19,14.25,-0.081㈡,4.5,0.0,2.73,0.67,60.67,         -1.80㈡,6.23,12.78,-4.19,,3540516.1182,,525.0024
1569,300338,开元仪器,-30.81,-86.69,-2.83,21.21,2.81,-46.17,300.01,67260264.0,1.07,电器仪表,湖南,15.09,8.71,45638.0,31598.0,1.44,47.0,1926.0,,9671.59,8.09,         21.07亿,-6.15,1797.0,43.0,0.0044,20150806.0,20120726.0,25200.0,0.0,0.0,85344.75,74953.71,651.84,11.41,52998.17,19626.51,4468.91,9520.2,28627.89,12837.8,19526.75,9933.6,4823.62,-280.71,0.0,333.43,236.81,351.11,17927.31,-4563.08,-4175.85,11913.0,8119.0,6.79万,7.99,-0.71,8.16,9.01,9.52,0.014㈡,2.97,0.0,1.14,0.71,87.82,          0.47㈡,51.44,8.45,3.53,25604278.4475,721163.1375,2427.0809,68.3605
1570,300339,润和软件,70.53,-10.58,6.58,14.09,4.48,-136.98,119.51,190767200.0,0.94,软件服务,江苏,16.0,23.98,35294.0,44244.0,0.8,116.0,42.0,,13001.05,30.16,         66.03亿,-5.2,2202.0,36.0,0.0028,20150818.0,20120718.0,28461.67,0.0,0.0,218861.95,147430.77,3555.18,31.01,80870.81,11404.28,6955.88,34989.71,92074.84,10538.83,44675.26,46874.35,30996.01,3083.45,236.71,3339.9,2869.65,2762.65,24139.52,-4820.48,-22732.3,17090.0,7607.0,17.65万,6.12,0.0,22.54,24.75,26.5,0.097㈡,5.18,0.0,3.24,0.85,67.36,          1.87㈡,33.87,23.01,5.89,26156191.6445,5036013.4695,3604.4216,693.9816
1571,300340,科恒股份,-2.97,-1022.69,-6.73,10.02,2.15,-122.41,,68164064.0,0.95,元器件,广东,17.26,19.61,12726.0,22032.0,0.58,8.0,65.0,,8025.89,14.83,         18.48亿,-5.13,790.0,44.0,0.0055,20150821.0,20120726.0,10000.0,0.0,0.0,97428.85,85963.11,-9.63,11.78,74877.65,15939.5,403.32,10928.37,51351.6,14011.92,22060.48,18449.71,17218.82,-1241.39,176.35,-1202.57,-1200.46,-962.55,21880.22,-1509.7,-5231.48,5648.0,14210.0,26.26万,4.33,-0.1,18.1,19.7,21.5,-0.096㈡,8.6,0.0,5.14,2.19,88.23,         -1.12㈡,6.67,19.19,-5.22,,1869659.6315,,284.5877
1572,300341,麦迪电气,1.46,-17.11,13.28,25.37,4.85,246.95,111.4,38686320.0,0.8,电气设备,福建,13.19,15.56,14485.0,10375.0,1.4,18.0,320.0,,18400.0,27.25,         37.95亿,-6.78,1015.0,24.0,0.0013,20150825.0,20120726.0,25622.76,0.0,0.0,64477.26,56971.55,0.0,11.64,48005.05,12192.66,1379.02,7021.11,19751.57,5383.9,10536.21,14957.22,10617.51,1986.68,59.45,2043.4,1703.2,1703.2,17247.67,1536.66,-1559.29,10128.0,18167.0,26.91万,1.35,-0.2,14.68,16.07,16.8,0.090㈡,3.05,3.05,0.77,0.67,88.36,          2.99㈡,29.01,14.68,11.39,7182766.764,946526.1768,3035.65,400.03
1573,300342,天银机电,38.74,30.82,27.38,14.44,4.98,104.81,34.25,74699088.0,0.65,元器件,江苏,13.64,20.8,18679.0,17241.0,1.08,156.0,20.0,,18898.63,37.97,         40.18亿,-3.14,1385.0,26.0,0.0014,20150826.0,20120726.0,20000.0,0.0,0.0,98511.47,80743.71,2424.36,15.58,56199.63,13872.51,7858.58,14215.92,34047.3,7262.22,19575.92,27824.08,17440.98,7619.0,0.0,7796.88,6538.71,5865.72,22314.32,3833.51,-18853.6,8346.0,22644.0,45.49万,1.9,0.24,19.52,20.97,22.38,0.293㈡,4.04,0.0,1.7,1.12,81.96,          7.26㈡,37.32,19.8,21.08,3374017.8475,1950527.106,1300.4725,751.806
1574,300343,联创节能,-19.87,-51.16,0.64,23.29,10.01,319.75,1160.37,0.0,0.0,化工原料,山东,0.0,58.37,0.0,0.0,,0.0,0.0,,2888.0,16.86,         73.04亿,1.06,0.0,,,20150814.0,20120801.0,12513.44,0.0,0.0,260804.27,46661.03,8042.1,79.03,89544.4,26970.84,10831.05,200599.88,22356.57,9548.67,59801.85,31363.41,28158.41,200.74,100.0,424.62,376.71,314.73,14413.95,2284.29,4625.73,3548.0,8140.0,47.51万,0.0,,,58.37,,0.040㈡,5.83,5.83,1.79,1.15,17.89,          0.67㈡,10.22,,1.0,302629450.78,,19563.8382,
1575,300344,太空板业,-56.4,-304.8,-62.08,48.77,2.65,600.12,,23769370.0,0.72,其他建材,北京,10.59,7.66,15885.0,15129.0,1.05,36.0,14.0,,24124.8,17.85,         17.85亿,-3.33,1033.0,30.0,0.0012,20150817.0,20120801.0,24124.8,0.0,0.0,90405.63,67435.86,1712.84,23.51,36152.78,29712.84,6948.57,20997.85,33510.98,17079.74,13409.95,3660.86,2455.87,-2272.66,0.0,-2163.25,-2170.13,-2128.37,7161.0,297.48,-258.75,11432.0,21103.0,15.62万,1.29,-0.53,7.26,7.74,8.08,-0.088㈡,2.8,0.0,1.39,0.3,74.59,         -3.16㈡,32.92,7.26,-58.14,,656344.8738,,129.591
1576,300345,红宇新材,52.42,1225.92,16.94,25.29,5.42,70.42,80.29,381984064.0,0.85,钢加工,湖南,12.82,28.56,48673.0,85087.0,0.57,0.0,7755.0,,8034.91,22.35,         34.71亿,-8.94,3162.0,42.0,0.0053,20150806.0,20120801.0,12480.0,0.0,0.0,90742.28,64008.21,4643.77,24.34,54548.51,17787.49,4141.56,21597.85,37874.03,5797.12,17939.17,13723.51,8403.76,2324.8,391.73,2486.37,2255.08,2161.26,11559.63,4928.31,1491.43,4049.0,19844.0,55.19万,16.65,0.0,27.81,30.9,31.77,0.173㈡,5.13,0.0,3.03,0.93,70.54,          3.38㈡,38.76,27.81,15.75,7285697.6612,2523542.8068,1794.4815,621.5535
1577,300346,南大光电,-11.83,6.23,37.62,93.59,4.86,781.93,133.51,0.0,0.0,半导体,江苏,0.0,35.49,0.0,0.0,,0.0,0.0,,5734.47,20.35,         57.09亿,1.06,0.0,,,20150826.0,20120807.0,16086.4,0.0,0.0,130768.22,117415.15,2425.29,8.36,104668.38,18621.64,4318.71,7043.52,66062.65,9647.66,6477.58,6100.06,3408.84,2295.0,-14.18,2503.09,2103.46,2138.01,31619.47,730.12,5474.3,6520.0,8795.0,31.21万,0.0,,,35.49,,0.133㈡,7.3,0.0,4.11,1.97,89.79,          1.82㈡,44.12,,35.05,17458865.0522,,2716.9285,
1578,300347,泰格医药,84.94,40.03,24.92,23.09,11.07,191.47,64.94,241278128.0,1.1,医疗保健,浙江,13.51,23.88,54275.0,46773.0,1.16,1023.0,3.0,,29105.66,66.65,         98.61亿,-8.75,3037.0,33.0,0.0011,20150818.0,20120817.0,43059.83,0.0,0.0,114830.92,89054.46,6057.81,17.17,53397.81,14578.4,1272.32,14200.74,15492.12,27.17,34805.3,42706.39,22475.39,10641.87,927.22,10889.26,8546.65,7592.45,28129.3,5150.08,-27819.25,16886.0,17237.0,39.47万,3.47,-0.13,22.9,25.39,26.33,0.176㈡,2.07,0.0,0.36,0.65,77.55,          8.53㈡,47.37,23.03,17.78,7457119.9448,2644556.0876,4328.251,1534.9495
1579,300348,长亮科技,66.16,980.07,1.96,40.1,12.12,-87.01,918.47,202225232.0,0.97,软件服务,深圳,19.25,43.73,21312.0,24935.0,0.85,75.0,12.0,,5541.39,23.0,         58.70亿,-4.94,2566.0,18.0,0.0033,20150826.0,20120817.0,14144.5,0.0,0.0,59371.36,48437.73,0.0,18.42,31976.41,635.67,1539.93,1847.9,29561.05,62.22,17033.47,14637.62,6991.86,286.33,11.73,290.18,319.55,319.55,11795.4,-6746.47,7743.32,6860.0,8078.0,33.52万,8.35,-0.38,40.0,44.15,48.5,0.023㈡,3.42,0.0,2.09,0.83,81.58,          0.66㈡,52.23,41.0,2.18,54530813.0192,2434225.76,21124.81,943.0
1580,300349,金卡股份,-0.81,-15.8,22.74,15.39,4.56,-194.47,35.26,213590512.0,0.94,电器仪表,浙江,11.88,23.94,54985.0,34231.0,1.61,0.0,532.0,,4500.0,10.37,         41.47亿,-8.94,2891.0,31.0,0.0069,20150816.0,20120817.0,18000.0,0.0,0.0,123478.72,91005.52,0.0,26.3,65857.06,15035.01,2622.43,25856.8,30568.56,2903.13,33926.31,26943.69,15898.69,6126.33,1182.35,7114.97,6211.76,5880.46,37927.03,-2132.6,-14278.62,6433.0,6995.0,16.12万,19.83,0.0,23.04,25.6,26.08,0.327㈡,5.06,0.0,1.7,2.11,73.7,          6.46㈡,40.99,23.1,21.82,4353859.6672,2852358.432,365.6462,239.547
1581,300350,华鹏飞,5.63,-10.35,5.5,18.46,8.23,611.18,204.82,109889680.0,0.84,仓储物流,深圳,17.39,39.98,17588.0,9896.0,1.78,54317.0,0.0,,4020.79,16.86,         62.15亿,11.05,1471.0,19.0,0.0046,20150827.0,20120821.0,14823.33,0.0,0.0,82768.93,44132.65,1409.42,44.98,64680.55,7273.52,1688.24,37206.12,19783.75,4489.98,37603.3,33666.73,27254.98,1853.13,119.12,2165.0,1656.29,1517.32,14179.62,1016.95,-5209.39,2906.0,13836.0,58.02万,6.84,0.0,35.3,38.12,41.93,0.180㈡,5.09,5.09,1.33,0.96,53.32,          3.44㈡,19.04,35.98,4.51,16952732.2426,2978026.1014,3453.2652,606.6228
1582,300351,永贵电器,35.53,6.91,24.81,26.97,6.27,-363.15,56.52,115297448.0,1.13,元器件,浙江,14.14,19.45,30363.0,28913.0,1.05,382.0,369.0,,9352.2,17.63,         63.56亿,-8.88,2184.0,27.0,0.0029,20150826.0,20120920.0,33719.39,0.0,0.0,117796.3,101356.92,2831.68,11.55,75940.9,9993.25,5171.91,13338.62,40640.4,13090.96,22720.85,23570.92,13733.32,5847.8,25.88,6290.98,5507.89,5622.87,24470.9,-1750.25,-19597.7,13540.0,6907.0,13.02万,6.34,0.05,18.84,20.93,21.8,0.167㈡,3.01,0.0,1.21,0.73,86.04,          5.55㈡,41.74,19.2,23.86,6657846.876,2261688.96,996.4476,338.496
1583,300352,北信源,21.67,28.49,2.5,66.57,10.04,-189.07,257.38,0.0,0.0,软件服务,北京,0.0,26.38,0.0,0.0,,0.0,0.0,,12536.91,33.07,         70.38亿,1.06,0.0,,,20150826.0,20120912.0,26680.0,0.0,0.0,79327.6,70108.86,0.0,11.62,68837.25,4795.21,211.56,9074.23,18060.11,959.57,40090.28,10571.91,1847.6,264.76,0.0,1213.54,1367.25,1367.25,22515.28,-3722.56,-5864.58,16267.0,7707.0,20.33万,0.0,,,26.38,,0.051㈡,2.63,0.0,0.68,0.84,88.38,          1.95㈡,82.52,,12.93,20417337.688,,8511.5566,
1584,300353,东土科技,30.42,787.56,6.42,107.75,30.3,-4822.81,498.35,0.0,0.0,通信设备,北京,0.0,76.22,0.0,0.0,,0.0,0.0,,8957.45,68.27,        130.52亿,1.06,0.0,,,20150826.0,20120927.0,17124.09,0.0,0.0,55849.63,43078.0,4203.85,15.34,37458.95,9826.66,2080.59,8567.76,10879.17,4751.73,9028.69,12113.63,5520.93,778.02,-9.83,1684.73,1459.06,1309.53,13330.98,-270.63,-4752.52,13192.0,6790.0,51.75万,0.0,,,76.22,,0.076㈡,2.52,0.0,0.64,0.78,77.13,          3.04㈡,54.42,,10.81,27832663.1105,,34022.3545,
1585,300354,东华测试,40.96,-46.02,-1.16,51.5,7.12,-264.31,613.05,22800234.0,0.63,电器仪表,江苏,13.6,18.2,7249.0,5281.0,1.37,28.0,71.0,,4477.02,7.64,         23.61亿,-7.95,725.0,17.0,0.0039,20150818.0,20120920.0,13837.01,0.0,0.0,35184.53,33164.03,0.0,5.74,26500.31,6550.31,582.31,969.37,10439.69,5335.68,5433.91,4583.96,1997.14,-53.3,0.0,254.1,192.53,192.53,7565.45,-893.12,-2651.15,5249.0,8529.0,14.55万,2.8,-0.35,17.04,18.75,19.59,0.014㈡,2.4,0.0,0.75,0.55,94.26,          0.58㈡,56.43,17.77,4.2,21569876.1165,625229.0981,4683.702,135.7628
1586,300355,蒙草抗旱,6.77,4.71,15.28,5.21,3.08,-20.14,20.85,161497280.0,0.88,环境保护,内蒙,11.71,10.9,71778.0,76380.0,0.94,420.0,1088.0,,22780.93,24.28,         46.95亿,-0.69,2308.0,64.0,0.0028,20150826.0,20120927.0,44039.23,0.0,0.0,384315.72,152523.09,15025.6,56.4,308214.59,22355.92,10436.46,196384.52,50802.8,45595.12,233685.55,90055.65,59380.55,13763.82,-23.2,14320.45,11833.05,11257.07,47570.71,-23313.85,-25313.17,20294.0,11225.0,11.97万,6.5,-0.55,10.2,10.85,11.47,0.256㈡,3.46,0.0,1.15,1.08,39.69,          7.38㈡,34.06,10.32,12.5,8012982.762,3966138.2304,506.238,250.5696
1587,300356,光一科技,47.49,-75.71,5.37,12.5,2.55,-50.19,238.39,127674576.0,0.95,电气设备,江苏,16.85,21.24,29846.0,30251.0,0.99,376.0,489.0,,6729.95,13.8,         33.07亿,-6.8,2225.0,27.0,0.004,20150822.0,20121009.0,16122.17,0.0,0.0,195021.13,129660.9,8247.37,29.29,111352.57,13842.97,13395.19,42866.48,92685.18,11255.05,64509.05,26452.5,18828.11,1420.41,-48.35,1477.27,1032.31,693.53,18811.2,-6587.75,-16393.32,4456.0,15103.0,30.98万,8.93,-0.43,20.03,22.26,23.78,0.043㈡,8.04,0.0,5.75,1.17,66.49,          0.53㈡,28.82,20.2,2.62,46491087.1807,3939426.826,3289.782,278.76
1588,300357,我武生物,11.87,30.49,49.17,46.1,10.51,93.12,52.89,22886186.0,0.38,生物制药,浙江,10.21,33.45,3434.0,3407.0,1.01,26.0,7.0,,6928.97,23.28,         54.30亿,-0.12,741.0,9.0,0.0013,20150812.0,20140121.0,16160.0,0.0,0.0,53474.63,51640.75,0.0,3.43,43619.3,3686.96,483.27,1439.32,18170.96,981.87,6665.87,11778.4,623.15,5791.56,55.97,6067.37,5133.02,5133.37,14698.82,5830.68,5942.97,8976.0,7719.0,25.94万,0.99,2.28,31.83,34.0,35.3,0.318㈡,3.2,0.0,1.12,0.91,96.57,          9.94㈡,94.71,32.2,43.58,2828273.1807,1721883.086,1231.2792,749.616
1589,300358,楚天科技,-13.76,-29.46,11.75,12.14,5.3,-327.89,52.34,55148364.0,0.91,专用机械,湖南,13.31,20.27,13955.0,13254.0,1.05,96.0,7.0,,7338.62,14.09,         51.13亿,-6.99,1454.0,19.0,0.0025,20150826.0,20140121.0,26628.88,0.0,0.0,235316.77,84677.84,0.0,64.02,123444.72,55955.35,11835.69,145914.94,15955.25,45808.25,42843.25,42102.2,24664.0,4946.87,0.0,5381.18,4884.22,4884.22,40672.56,-1559.3,6996.22,9423.0,7788.0,14.95万,3.71,-1.79,19.02,20.88,21.8,0.210㈡,3.63,3.63,0.6,1.53,35.98,          5.77㈡,41.42,19.02,11.6,12316479.7418,4475724.9654,737.4706,267.9918
1590,300359,全通教育,51.75,10.94,29.9,81.42,28.66,-8316.78,169.64,335829760.0,0.97,文教休闲,广东,18.52,55.31,29476.0,31245.0,0.94,560.0,61.0,,8081.77,43.14,        114.15亿,-5.08,3418.0,18.0,0.0022,20150807.0,20140121.0,21384.0,0.0,0.0,44625.87,39831.5,1580.47,7.2,23209.64,1462.25,5689.0,3053.88,841.19,305.75,8844.01,14020.42,6637.77,4192.33,-11.45,4157.39,3511.15,3364.43,15625.88,-137.25,-8452.78,30770.0,2627.0,14.02万,7.51,-1.14,51.2,56.87,61.73,0.157㈡,1.86,0.0,0.04,0.73,89.26,          8.45㈡,52.66,52.8,24.0,7570332.5868,2356245.936,7318.2696,2277.792
1591,300360,炬华科技,24.92,11.23,22.83,20.34,11.48,-131.56,50.49,0.0,0.0,电器仪表,浙江,0.0,44.08,0.0,0.0,,0.0,0.0,,7464.0,32.9,        106.58亿,1.06,0.0,,,20150808.0,20140121.0,24178.5,0.0,0.0,144947.06,92873.1,0.0,35.93,135221.16,6996.38,632.87,49768.03,13571.54,34672.5,45793.06,52403.57,35574.8,11963.42,52.43,12298.57,10554.25,10554.25,52530.51,-8101.32,-17856.17,13666.0,5462.0,24.08万,0.0,,,44.08,,0.437㈡,3.84,0.0,0.56,2.17,64.07,         11.36㈡,32.11,,20.14,7318377.0594,,1661.121,
