city,state,population,5_years_or_less,5-9_years,10-14_years,15-19_years,20-24_years,25-34_years,35-44_years,45-54_years,55-59_years,60-64_years,65-74_years,75-84_years,85_years_or_more,households,"$9,999_or_less","$10,000-$14,999","$15,000-$24,999","$25,000-$34,999","$35,000-$49,999","$50,000-$64,999","$65,000-$74,999","$75,000-$99,999","$100,000_or_more",median_household_income,mean_household_income
Madisonville,TX,4568,345,226,296,275,420,256,646,519,413,248,509,301,114,1934,5.1,8.0,33.7,21.5,21.1,4.1,0.0,6.4,0.0,18993,18993
Madras,OR,8113,773,636,555,703,604,991,1152,919,469,315,616,242,138,3825,5.4,1.5,17.3,25.0,18.3,18.4,4.1,5.5,4.5,22782,22782
Magee,MS,3956,461,557,308,301,249,632,348,272,99,138,302,182,107,1588,1.7,5.8,30.5,26.0,17.1,5.1,1.0,6.5,6.4,26096,26096
Magnolia,AR,10829,807,734,569,1362,1844,1282,871,1068,340,473,612,512,355,5337,7.5,4.2,18.9,17.7,22.5,8.8,8.8,6.4,5.1,15713,15713
Magnolia,TX,3334,189,313,303,326,222,417,423,488,193,142,205,102,11,1891,0.9,2.1,28.6,17.4,13.9,14.9,2.5,9.7,10.0,24736,24736
Mahomet,IL,11339,778,1147,805,752,707,1016,1429,1793,1042,551,786,346,187,5870,0.9,0.9,8.8,13.4,25.1,18.7,6.3,11.4,14.6,41178,41178
Maiden,NC,3659,316,367,357,361,191,437,598,306,99,199,245,171,12,1631,1.5,0.0,23.3,28.4,16.8,25.3,0.9,3.0,0.8,27172,27172
Malakoff,TX,3554,179,322,422,187,200,404,413,392,212,219,345,202,57,1246,3.1,9.2,27.8,23.3,17.9,8.8,6.0,2.5,1.5,18824,18824
Malden,MO,4622,283,357,397,379,138,465,613,577,336,296,392,298,91,1922,1.9,8.6,27.8,32.2,17.8,4.5,1.9,1.5,3.8,22708,22708
Malone,NY,10428,497,611,292,320,1026,2431,1913,1538,443,406,427,320,204,3144,1.7,4.3,16.7,20.3,27.9,13.5,4.9,7.3,3.4,25682,25682
Malvern,AR,11908,768,785,480,389,1076,2021,1366,1742,707,563,1012,648,351,5138,4.8,4.7,31.4,22.8,18.7,5.8,4.4,5.0,2.3,19173,19173
Malvern,OH,2579,131,247,185,160,117,264,342,332,151,112,330,138,70,1266,1.3,9.1,18.0,13.9,23.2,10.3,8.2,7.4,8.6,26667,26667
Mammoth Lakes,CA,7360,395,443,429,242,1132,1391,982,1025,527,322,404,68,0,4806,2.4,1.5,10.7,19.0,23.9,18.7,6.4,4.1,13.3,28407,28407
Mamou,LA,3783,565,260,252,312,565,407,275,265,111,155,365,194,57,1086,8.9,7.8,36.6,9.8,15.0,14.5,4.9,2.6,0.0,19909,19909
Manchester,GA,3774,202,378,344,309,221,609,207,377,278,120,491,103,135,1292,5.8,3.4,20.7,24.8,25.7,2.6,6.0,11.1,0.0,19921,19921
Manchester,IA,4733,314,354,281,378,165,378,468,666,322,308,497,312,290,2651,5.6,5.1,10.6,25.2,25.3,18.8,4.0,0.0,5.4,26669,26669
Manchester,KY,4382,113,117,133,174,348,928,949,676,295,186,355,58,50,1888,18.6,16.9,11.5,11.7,23.2,8.0,4.5,2.7,3.0,14559,14559
Manchester,MD,5120,255,568,290,347,335,461,711,853,315,364,417,106,98,3121,1.2,0.7,8.2,12.3,19.9,13.5,10.0,14.6,19.7,40136,40136
Manchester,NH,159147,8883,9057,8788,11391,12205,22572,21477,23402,10600,9240,11618,6261,3653,92189,1.2,2.4,10.8,17.1,21.3,17.6,6.6,10.7,12.2,34340,34340
Manchester,TN,11995,734,812,835,919,637,2016,1547,1616,552,488,1250,440,149,5762,4.3,9.1,14.6,29.2,15.8,9.3,6.4,6.4,4.9,23871,23871
Mandeville--Covington,LA,92662,5545,6426,6998,6184,4988,10917,12793,13968,6643,5458,7432,3763,1547,48922,1.1,2.4,12.1,11.6,17.2,14.4,7.6,13.1,20.5,40213,40213
Mangum,OK,2870,240,222,190,195,90,379,418,285,139,125,312,190,85,1438,0.0,6.4,22.9,31.7,22.1,1.4,3.5,7.1,5.0,24623,24623
Manhattan,KS,57826,3235,2131,1926,7021,15501,10905,4703,3943,2432,1630,2256,1334,809,38474,2.2,4.8,14.4,23.3,24.9,12.7,4.6,6.0,7.1,18301,18301
Manila,AR,3154,304,231,213,224,126,354,440,393,182,232,301,144,10,1452,0.0,0.0,25.0,17.2,17.9,4.4,12.4,14.6,8.5,21354,21354
Manistee,MI,10002,530,532,543,623,795,1275,1123,1343,751,591,1043,606,247,4480,3.6,3.4,14.1,20.0,25.1,18.9,3.9,6.6,4.4,23729,23729
Manistique,MI,3420,151,248,191,186,182,322,423,483,163,314,302,328,127,1413,1.0,5.0,18.6,33.1,10.9,16.9,3.3,5.9,5.4,25012,25012
Manitowoc,WI,45629,2472,2677,2964,2705,2577,5311,5144,6234,3874,2839,3973,2781,2078,24306,1.5,3.0,13.9,22.4,25.7,15.4,6.4,6.5,5.2,28131,28131
Mankato,MN,58838,3533,3019,2962,5191,10820,8891,5800,5673,2924,3069,3411,2294,1251,38321,2.6,4.3,13.4,19.8,27.1,14.5,5.3,6.6,6.3,22482,22482
Mannford,OK,3041,175,228,244,208,186,315,366,500,139,98,264,206,112,1550,1.7,4.1,9.5,15.5,29.3,18.5,5.5,9.6,6.2,35211,35211
Manning,SC,4988,460,511,354,416,176,665,513,549,243,426,391,161,123,1534,5.0,16.5,13.0,32.2,15.2,6.4,4.2,5.9,1.5,21283,21283
Manor,TX,6387,676,907,381,510,171,1141,1150,520,391,225,166,123,26,2841,0.5,6.6,10.7,13.5,38.9,9.8,4.8,7.3,7.9,37059,37059
Mansfield,LA,6116,490,668,299,361,535,806,556,866,451,285,461,210,128,2374,3.0,8.2,22.1,18.3,17.4,16.8,1.2,7.9,5.0,20944,20944
Mansfield,OH,75107,4277,4207,4963,4477,5014,10195,9222,10255,4932,4772,6398,4561,1834,33662,1.8,4.7,19.4,20.4,23.4,13.1,6.3,6.7,4.2,24033,24033
Mansfield,PA,3952,158,210,139,582,847,492,292,374,195,144,261,209,49,2514,8.7,7.3,14.7,11.8,20.8,15.4,7.4,5.2,8.6,12784,12784
Manteca,CA,88868,6494,6290,7037,6762,6099,11377,12269,12487,5244,4691,5678,3082,1358,42030,2.4,2.8,12.0,15.2,20.6,17.2,6.7,12.4,10.8,31681,31681
Manteo,NC,5196,317,287,402,219,246,554,702,816,419,449,481,199,105,3299,1.8,5.0,14.6,27.0,16.6,16.9,4.9,5.8,7.4,28859,28859
Manti,UT,3206,253,145,294,353,204,314,375,364,178,208,287,197,34,1563,3.5,3.6,17.2,20.0,28.0,15.5,0.5,6.7,4.9,24126,24126
Many,LA,2809,147,329,206,222,139,411,277,400,124,118,228,128,80,1019,3.3,12.5,22.4,19.3,19.6,7.4,3.9,9.1,2.5,21150,21150
Maquoketa,IA,6031,294,350,477,587,280,690,707,755,297,429,556,363,246,3011,1.4,3.6,24.2,22.6,26.7,11.2,3.2,4.0,3.1,23394,23394
Marana West,AZ,5976,636,503,580,236,409,930,865,516,446,316,278,153,108,2761,2.7,1.7,13.3,18.6,27.9,13.6,10.0,5.2,6.9,33719,33719
Marathon,FL,9045,419,380,416,515,698,934,1193,1108,765,778,1217,477,145,4556,3.8,4.0,26.9,21.6,13.6,9.4,4.3,6.9,9.7,25203,25203
Marble Falls,TX,6210,230,375,319,429,362,622,679,817,344,543,711,564,215,2919,0.0,8.6,19.9,28.8,20.2,9.0,4.7,3.1,5.6,27976,27976
Marengo,IL,7771,425,529,786,505,344,834,1342,1243,458,396,465,254,190,4091,0.9,3.5,18.2,21.0,15.5,14.7,7.6,14.5,4.1,28117,28117
Marianna,AR,3514,302,119,287,198,424,538,279,274,287,215,360,169,62,1494,8.7,18.5,22.6,20.6,20.0,3.6,4.1,0.0,2.1,14979,14979
Marianna,FL,8113,501,310,465,825,620,784,1172,883,428,616,595,649,265,2706,1.4,3.8,29.2,10.6,34.2,3.8,6.4,6.9,3.8,21786,21786
Maricopa,AZ,44805,3864,3736,3643,2478,2069,7384,7628,4747,2352,2691,3128,844,241,21218,1.1,2.1,11.3,17.6,22.4,21.0,6.1,10.5,7.9,37277,37277
Marietta,OH,22721,1209,1220,1172,1700,1712,2748,2511,2902,1746,1234,2196,1584,787,11430,3.6,4.4,20.0,15.6,21.7,13.0,5.6,8.2,7.9,23254,23254
Marinette--Menominee,WI,19017,981,1139,1246,1263,1136,2324,2070,2779,1219,1380,1543,1143,794,9760,2.6,4.6,14.2,18.5,32.8,16.0,4.2,5.2,1.8,26061,26061
Marion,IN,43406,2728,2809,2283,3269,4170,4988,4926,5394,2640,2806,3943,2224,1226,21018,3.0,5.0,18.8,24.8,21.6,12.0,4.3,5.5,4.9,20839,20839
Marion,KY,2535,82,158,110,160,166,269,337,254,237,151,359,162,90,1089,3.0,4.0,51.6,14.8,11.3,5.4,2.1,4.7,3.3,20788,20788
Marion,NC,14845,917,1145,1020,848,879,1723,1791,1964,1015,909,1458,898,278,6103,2.2,7.6,21.8,21.8,28.3,8.3,1.8,5.2,3.0,21740,21740
Marion,OH,46885,2879,2902,2636,2530,3431,6704,6567,6679,3269,2453,3850,1739,1246,20331,2.9,4.9,17.8,21.4,27.3,12.6,4.9,5.0,3.3,24448,24448
Marion,SC,7452,544,615,695,479,434,882,885,846,461,484,673,361,93,2629,3.9,2.8,35.1,11.1,18.8,14.9,2.6,5.9,5.0,19546,19546
Marion,VA,7539,390,408,300,305,518,921,645,1233,662,607,703,640,207,3531,3.9,2.5,23.7,32.3,16.5,7.8,6.0,4.2,3.2,25564,25564
Marion Oaks,FL,16772,1051,1502,799,1103,777,2214,1819,2043,914,1225,2004,1159,162,6674,0.0,7.7,27.1,27.7,25.6,9.2,0.8,0.6,1.3,23996,23996
Marks,MS,3142,265,120,301,170,162,410,429,397,176,235,320,100,57,1151,2.6,12.5,32.2,26.5,11.0,5.0,0.5,5.3,4.5,18908,18908
Marksville,LA,7690,691,570,548,356,558,1036,788,968,482,478,648,418,149,3066,4.3,14.2,22.9,22.3,17.9,7.9,4.5,1.4,4.7,19478,19478
Marlin,TX,5490,398,366,339,459,394,580,601,785,241,417,362,358,190,2041,6.1,10.2,33.4,20.4,16.6,7.7,1.1,3.4,1.1,16644,16644
Marlow,OK,4293,280,262,297,314,201,575,534,578,301,201,338,303,109,1855,4.1,8.9,22.5,22.1,13.8,11.0,4.5,7.5,5.5,22520,22520
Marquette,MI,27539,1105,960,1014,2575,5713,3900,2284,3220,1627,1484,1899,1163,595,15716,3.1,9.8,15.9,18.4,18.8,13.4,3.8,9.7,7.2,15592,15592
Marseilles,IL,4615,272,279,354,357,317,585,533,514,296,376,378,275,79,2165,1.2,4.4,31.0,17.2,11.4,18.9,5.3,4.2,6.4,21638,21638
Marshall,IL,3816,274,217,319,172,264,449,424,484,226,207,353,311,116,1977,1.2,8.0,16.9,16.3,31.0,12.6,5.7,6.9,1.4,25828,25828
Marshall,MI,8043,466,444,495,347,482,1026,1039,1116,528,511,716,527,346,4204,2.1,8.7,18.4,14.0,22.5,15.4,5.7,6.6,6.4,26645,26645
Marshall,MN,13607,1020,837,817,1283,1381,1890,1595,1718,743,612,720,622,369,8490,3.1,2.4,15.8,20.6,23.5,12.4,6.1,8.3,7.8,25504,25504
Marshall,MO,12465,807,879,909,1094,1233,1527,1384,1445,615,665,846,618,443,6541,0.9,5.0,24.8,31.2,18.7,10.2,1.9,3.3,3.9,21534,21534
Marshall,TX,21927,1730,1721,1314,1594,1758,2726,2779,2909,1103,1149,1398,1048,698,10723,2.6,11.9,25.1,16.5,20.2,10.4,2.9,6.0,4.2,21278,21278
Marshall,WI,3903,306,413,343,208,124,428,647,592,244,164,272,121,41,2045,0.0,2.3,18.1,15.9,23.7,19.4,11.1,2.2,7.3,26468,26468
Marshalltown,IA,26993,2213,2391,1582,1663,1755,3662,2894,3173,1650,1475,2116,1613,806,13342,2.5,3.6,15.7,22.1,25.9,14.2,5.3,7.2,3.4,28181,28181
Marshfield,MO,6574,408,571,526,549,309,772,933,842,312,339,474,410,129,2855,1.5,2.6,22.2,22.9,28.7,7.9,5.2,4.5,4.5,24923,24923
Marshfield,WI,18916,1114,1289,981,1107,1283,2728,1827,2521,1217,1214,1773,1176,686,10672,1.9,5.1,15.5,20.9,22.4,16.1,5.1,6.5,6.5,27840,27840
Martin,TN,11068,482,587,334,1681,2728,1271,923,787,617,483,513,430,232,6375,3.1,6.3,25.1,20.7,17.1,10.4,4.5,8.2,4.6,12044,12044
Martinsburg,PA,2654,104,126,66,119,107,214,247,338,163,165,268,365,372,1217,3.4,3.9,22.8,19.7,21.9,14.6,5.0,4.4,4.2,26489,26489
Martinsville,IN,12923,975,797,765,757,868,1853,1357,2016,728,750,1242,533,282,6286,2.3,4.4,18.1,26.6,17.1,14.0,5.2,7.0,5.2,22988,22988
Martinsville,VA,34067,1827,1990,2069,2166,1896,3492,4166,4615,2370,2359,3744,2242,1131,15500,2.7,4.3,22.5,22.4,24.0,10.3,3.6,5.8,4.4,22144,22144
Marysville,KS,2898,259,146,226,141,249,316,290,436,234,142,251,113,95,1607,1.9,0.8,28.5,23.9,26.7,6.8,4.2,1.5,5.7,24774,24774
Marysville,OH,23284,1687,1502,1638,1465,1644,3527,4108,3449,1313,825,1169,598,359,11564,2.7,2.4,13.6,19.5,17.8,17.0,9.2,11.0,6.8,31398,31398
Marysville,WA,151552,10379,10487,11532,10343,9321,22107,20834,22135,9623,7904,9837,4926,2124,78809,1.1,1.8,7.3,14.6,22.8,18.5,9.4,13.8,10.5,37108,37108
Maryville,MO,13369,521,437,321,2283,3979,1582,787,952,594,466,637,521,289,8838,5.4,13.0,17.0,21.6,23.8,7.4,6.3,3.6,2.0,8260,8260
Mascoutah,IL,7682,235,693,856,700,540,571,1422,1068,328,355,484,229,201,3865,0.0,3.0,10.8,18.6,22.1,19.4,8.1,10.9,7.1,28420,28420
Mason City,IA,26728,1193,1501,1696,1844,1866,2926,3124,3855,2081,1783,2352,1570,937,15216,1.7,4.4,17.7,20.5,24.0,17.6,5.2,5.0,3.9,26494,26494
Masontown,PA,4004,236,337,250,261,173,508,385,606,349,247,349,179,124,1766,3.0,10.3,10.5,27.2,18.9,18.2,4.5,5.6,1.9,27222,27222
Massena,NY,11345,681,757,785,785,699,1525,1549,1497,659,646,748,576,438,5572,1.1,2.4,15.2,18.3,24.0,18.3,7.6,7.3,5.7,27707,27707
Mathis,TX,5783,591,385,375,539,425,496,768,717,324,189,530,347,97,2496,3.3,12.0,18.9,19.6,25.8,10.0,4.2,1.5,4.6,24052,24052
Mattawa,WA,4868,650,672,549,382,502,783,747,410,84,0,57,32,0,2235,1.3,10.7,48.0,23.6,10.0,2.7,0.0,2.0,1.7,18318,18318
Mattoon,IL,18232,1129,1134,934,1081,1127,2635,2199,2477,1031,1106,1667,1154,558,9467,1.0,5.5,19.7,24.5,26.0,10.9,4.0,4.8,3.7,24983,24983
Mauldin--Simpsonville,SC,129979,8921,9530,9871,8063,6765,16687,19693,19104,8624,6793,9373,4775,1780,66260,1.3,2.4,11.1,13.7,20.2,15.6,6.9,14.4,14.5,37971,37971
Mauston,WI,4459,286,254,235,239,164,707,570,651,253,345,384,242,129,2070,2.2,6.1,17.4,24.7,29.4,14.5,1.5,2.5,1.7,24698,24698
Maybrook,NY,3079,108,146,176,272,308,425,337,633,255,124,177,95,23,1749,2.5,5.1,12.3,15.4,21.6,16.2,7.8,9.5,9.7,31901,31901
Mayfield,KY,11677,1112,914,728,831,742,1455,1315,1240,899,526,1000,488,427,4448,3.1,15.0,26.9,17.2,14.8,7.7,2.0,11.5,1.7,17324,17324
Mayodan,NC,4767,319,194,266,277,319,611,484,676,392,317,460,320,132,2131,2.1,2.7,18.2,22.7,33.5,12.2,4.4,2.4,1.9,24888,24888
Maysville,KY,11501,706,744,616,781,639,1326,1172,1684,993,778,1069,625,368,4945,1.9,4.8,23.5,20.3,22.9,12.6,3.6,6.5,3.9,23091,23091
Mayville,WI,5000,224,273,399,402,338,612,570,777,316,266,398,266,159,2837,4.0,2.5,10.1,16.6,36.9,16.5,5.0,4.3,4.2,29782,29782
Mazomanie,WI,3118,248,202,170,188,143,464,367,478,239,206,220,123,70,1790,1.6,1.4,10.8,24.2,22.8,19.7,4.7,10.3,4.4,31981,31981
Meadville,PA,23368,1408,1122,1198,1899,2236,2809,2771,2767,1480,1332,2346,1451,549,12140,2.5,3.7,20.5,17.8,25.1,13.3,5.2,3.1,8.7,20942,20942
Mecca,CA,10589,1180,1271,1223,825,709,1884,1543,1001,205,299,321,65,63,4953,7.7,17.9,34.6,26.4,7.9,3.5,0.6,0.8,0.5,11696,11696
Medford,OR,160420,10156,10677,10028,10214,10334,21292,19117,19801,10214,10244,15327,8033,4983,78080,3.4,5.2,17.4,19.4,20.5,13.5,7.2,8.0,5.4,22446,22446
Medford,WI,3856,101,240,290,201,322,417,323,458,222,267,404,335,276,2164,0.7,4.9,13.4,20.6,38.1,13.0,4.0,3.5,1.9,26225,26225
Medical Lake,WA,4754,250,248,412,473,481,684,737,624,185,157,218,187,98,2271,1.3,1.8,8.8,22.3,32.9,16.6,3.8,5.3,7.2,31367,31367
Medina,NY,8241,448,658,594,484,429,1071,1104,1091,517,378,656,529,282,3542,0.4,3.3,16.3,20.4,24.7,16.2,4.6,9.5,4.6,27963,27963
Medina,TN,3928,386,410,380,319,144,683,677,446,142,129,112,76,24,2060,0.3,1.3,14.0,18.0,28.1,19.4,6.4,6.4,5.9,35321,35321
Melrose,MN,3074,206,208,245,234,62,329,399,386,195,158,280,210,162,1390,3.7,6.0,17.1,33.7,17.5,10.7,2.5,5.3,3.4,28059,28059
Memphis,TN,1075471,77984,75415,78642,77170,79772,153488,142233,143879,68006,59943,69179,35291,14469,541736,2.2,4.7,15.7,18.5,21.5,14.4,5.8,8.0,9.1,29419,29419
Mena,AR,5388,250,187,418,361,302,570,608,591,403,382,677,371,268,2457,2.2,4.7,31.1,30.2,13.6,9.6,4.7,2.9,1.2,21813,21813
Mendota,CA,11426,1229,1072,1012,904,869,2054,1523,1170,542,371,374,194,112,5297,7.2,14.1,35.0,21.3,12.8,8.4,0.0,0.8,0.5,11345,11345
Mendota,IL,7109,660,411,507,404,427,912,915,764,536,366,479,494,234,3420,3.0,1.6,20.1,18.9,31.0,14.1,4.4,5.6,1.4,28466,28466
Menomonie,WI,17707,747,621,725,2723,4280,2151,1473,1199,815,672,1123,801,377,11185,3.6,7.2,15.3,21.0,24.9,10.7,7.5,4.4,5.3,11630,11630
Merced,CA,143740,12272,11877,12444,13177,12702,20774,16841,16148,7472,5703,8341,4403,1586,58473,2.1,5.7,20.0,19.6,20.2,12.3,5.8,7.4,7.0,23361,23361
Mercer,PA,3895,97,147,101,202,306,796,629,714,347,153,276,66,61,1698,7.4,3.3,24.5,16.3,22.7,9.8,7.6,5.9,2.5,17422,17422
Meridian,MS,41466,2890,2857,3032,3015,2962,6043,4357,5224,2723,2613,2840,1867,1043,18575,3.3,9.6,27.7,15.9,16.8,8.3,6.0,4.8,7.6,21213,21213
Merrill,WI,10218,567,717,672,657,606,1285,1222,1484,667,519,920,563,339,5532,0.5,4.0,17.4,29.1,21.3,10.1,6.9,4.1,6.7,25594,25594
Mescalero Park,TX,3301,219,426,318,192,192,567,290,539,298,52,133,75,0,1789,0.0,1.6,19.9,39.6,20.5,5.9,2.4,6.9,3.3,28253,28253
Mesquite,NV,14651,877,733,953,622,849,1394,1109,1533,894,1167,2484,1590,446,5788,3.6,1.8,26.4,26.6,19.7,6.7,6.3,5.2,3.7,22902,22902
Metamora,IL,3434,215,249,440,209,162,291,537,417,155,109,130,300,220,1809,2.9,0.0,21.4,6.0,26.0,24.4,6.3,5.2,7.8,33203,33203
Metropolis,IL,6182,316,417,434,300,291,678,801,801,419,304,655,494,272,2647,1.0,6.9,16.1,23.3,24.1,11.7,7.8,8.4,0.6,26378,26378
Metter,GA,3754,276,355,237,265,206,568,440,327,234,212,400,154,80,1557,12.1,13.1,27.3,22.2,9.1,6.0,3.9,5.3,0.9,16403,16403
Mexia,TX,7231,442,552,563,650,541,1147,839,878,403,323,517,262,114,3271,5.8,13.8,28.1,21.7,15.9,9.6,2.4,2.2,0.6,21616,21616
Mexico,MO,11376,843,692,815,739,856,1477,1188,1466,728,696,833,682,361,5419,1.7,1.4,22.5,32.4,23.1,11.0,3.0,2.8,2.1,27225,27225
Meyersdale,PA,2368,84,119,189,53,152,237,271,360,152,219,222,220,90,1219,2.2,5.8,26.3,19.2,23.1,12.7,2.6,6.0,2.1,24647,24647
Miami,FL,5796096,330163,329687,336810,347960,373191,766175,785233,854843,372835,327441,499124,318906,153728,2876844,2.2,5.9,18.4,18.0,19.7,12.7,4.9,7.7,10.4,27684,27684
Miami,OK,16167,1218,1135,1059,1314,1344,2057,1713,1854,827,866,1374,1032,374,7550,3.5,10.3,28.6,22.0,18.5,7.9,3.3,3.4,2.6,20237,20237
Michigan City--La Porte,IN,66469,4416,4093,4230,4149,4436,8768,7874,8682,4536,4420,5857,3463,1545,32093,2.1,4.5,19.1,19.2,22.9,13.5,5.5,6.6,6.6,24727,24727
Middlebury,IN,4021,330,241,216,353,311,426,493,526,240,269,300,284,32,2142,3.0,1.2,7.9,20.2,25.6,13.3,6.6,9.9,12.4,27591,27591
Middlebury,VT,5361,75,144,142,1258,1494,421,242,307,387,183,343,290,75,3573,0.2,6.2,16.3,18.9,16.8,12.6,4.6,14.3,10.1,5247,5247
Middlefield,OH,4730,191,240,359,376,280,464,704,530,265,245,406,394,276,2426,0.0,4.6,14.4,14.8,32.2,20.8,4.8,5.2,3.1,29250,29250
Middleport,OH,7831,419,389,454,316,451,1199,1060,1034,516,504,802,546,141,3383,2.6,4.0,26.9,15.6,21.8,11.7,5.2,6.4,5.8,22022,22022
Middlesborough,KY,15065,846,946,752,842,1357,1789,1792,2034,982,894,1543,805,483,5443,3.9,7.7,23.3,15.3,24.5,14.9,4.5,3.1,2.9,20064,20064
Middletown,DE,31587,2167,2988,3024,2724,1734,3089,4891,4583,1588,1440,2164,877,318,16314,1.8,3.1,4.7,10.5,20.2,16.2,9.8,16.8,17.0,43769,43769
Middletown,IN,2416,149,142,217,136,144,378,324,355,106,96,149,123,97,1303,4.7,6.7,19.1,30.1,19.0,14.6,0.4,4.0,1.3,19263,19263
Middletown,NY,58744,3377,3408,4217,4712,4347,7663,8196,8309,3715,3174,4197,2176,1253,30239,1.9,3.8,15.2,16.0,20.2,13.9,7.1,12.1,9.8,31213,31213
Middletown,OH,96943,6846,6642,6578,5943,6967,12499,12229,13317,6313,5572,8365,4099,1573,47401,1.8,4.9,14.5,19.7,25.7,15.4,6.4,7.1,4.4,27303,27303
Middleville,MI,3258,215,398,371,264,191,369,407,457,104,200,114,61,107,1618,0.1,3.3,24.2,24.0,25.7,11.5,4.0,6.7,0.5,27308,27308
Midland,MI,59581,3369,4062,3794,4103,3779,8137,7174,8574,4388,3124,4324,3096,1657,28948,1.5,2.9,12.9,14.6,17.5,15.5,7.4,10.8,16.9,31395,31395
Midland,TX,128893,10561,9586,10156,9037,10148,20891,15620,15887,7184,6213,6888,4610,2112,68870,2.0,3.6,15.1,15.8,17.6,14.5,6.6,10.1,14.7,33793,33793
Mifflinburg,PA,4479,293,265,383,253,221,525,497,772,318,152,318,343,139,2128,1.6,4.1,16.3,25.1,23.8,10.1,7.0,4.0,7.9,31101,31101
Mifflintown,PA,4425,234,333,312,276,252,551,547,580,262,242,456,253,127,2165,1.8,4.5,20.4,21.9,29.7,11.5,6.1,3.2,1.0,27204,27204
Milaca,MN,2839,242,191,199,183,94,349,358,403,185,94,220,230,91,1354,3.0,2.6,14.8,19.1,33.4,16.5,1.9,7.9,0.8,31117,31117
Milan,MI,7508,291,365,614,541,414,912,1504,1179,522,312,483,286,85,4134,8.3,4.4,12.8,11.7,17.1,20.1,5.9,11.6,8.1,25956,25956
Milan,TN,7440,551,306,738,534,408,842,993,922,579,314,547,393,313,3119,2.1,1.4,39.3,23.2,13.8,11.2,1.8,3.9,3.3,22235,22235
Milbank,SD,3218,134,174,178,215,390,233,369,396,164,240,264,331,130,1871,1.7,0.2,25.5,30.5,22.9,7.0,4.1,4.3,3.6,25257,25257
Miles City,MT,9737,664,652,477,652,673,1280,999,1278,602,703,804,642,311,5469,2.5,4.0,23.1,21.0,21.8,12.9,5.5,5.8,3.5,25006,25006
Milford,DE,18483,1495,1098,1380,913,1233,2250,1986,2494,1088,1118,2219,761,448,8361,1.0,4.3,21.8,17.7,21.5,15.4,5.0,8.0,5.2,28425,28425
Milford,NJ,2834,148,140,139,164,86,303,309,511,254,259,298,124,99,1754,0.5,5.0,9.5,13.9,17.6,15.9,7.3,13.5,16.7,35933,35933
Milledgeville,GA,30928,1278,1792,1501,3398,5344,3689,2993,3462,2106,1475,2156,1166,568,13083,4.4,7.0,27.0,19.9,14.5,11.9,5.1,6.3,3.7,17939,17939
Millen,GA,2768,195,353,260,229,71,247,132,436,169,42,341,201,92,1002,3.8,0.0,42.8,14.8,24.3,5.1,0.0,5.6,3.5,23285,23285
Millersburg,OH,3040,188,103,215,182,164,350,375,524,246,162,303,181,47,1521,3.2,1.4,19.1,42.6,22.8,6.0,1.0,0.0,3.9,26444,26444
Millersburg,PA,4600,190,190,285,264,235,573,490,805,182,271,511,443,161,2505,1.9,0.6,14.8,27.3,22.7,16.6,5.8,7.2,3.2,27976,27976
Millinocket,ME,4011,241,126,311,123,200,355,468,569,410,159,465,480,104,1648,0.0,9.8,28.6,13.0,40.7,1.2,2.4,1.4,2.9,23333,23333
Millsboro,DE,9589,521,691,989,548,383,1081,1534,1093,528,542,977,427,275,4884,1.7,4.9,16.5,22.2,23.6,14.6,4.7,5.0,6.9,25222,25222
Millsboro,PA,3429,84,54,81,103,353,915,670,478,267,102,206,96,20,1630,7.8,6.5,13.8,30.6,16.3,6.7,6.3,8.6,3.4,12473,12473
Millstadt,IL,3585,184,292,191,179,176,616,476,487,173,311,245,152,103,1911,0.8,1.2,9.3,12.7,22.5,23.9,2.8,17.1,9.7,39290,39290
Milton,DE,2920,188,103,237,91,156,449,409,296,164,217,434,125,51,1413,2.2,4.1,12.8,31.5,17.7,15.6,4.3,7.1,4.7,29882,29882
Milton,VT,8119,594,561,641,421,553,988,1065,1370,713,407,457,295,54,5022,0.6,3.0,8.4,17.0,32.7,20.1,4.7,5.2,8.3,36395,36395
Milton--Lewisburg,PA,30915,1450,1579,1157,3216,3193,3480,3692,3994,1847,1325,2530,2180,1272,16506,2.7,4.1,18.6,17.8,19.5,14.2,7.2,9.0,7.1,20381,20381
Milwaukee,WI,1388181,92148,92132,92462,94148,95618,200826,172127,191066,95260,78526,95992,58375,29501,745717,1.5,3.0,12.0,16.2,21.9,16.5,7.4,10.4,11.0,31731,31731
Minden,LA,13129,812,734,971,975,875,1675,1579,1972,549,775,1097,685,430,6036,2.8,9.5,23.3,17.5,22.3,11.3,3.9,6.0,3.2,19768,19768
Minden,NE,3093,236,224,155,237,153,402,307,409,165,119,307,191,188,1696,2.7,4.7,8.6,27.2,31.6,16.1,2.8,4.2,2.0,30546,30546
Mineola,TX,5799,428,371,624,356,351,648,579,558,387,291,544,468,194,2295,3.2,9.4,19.9,22.9,22.9,8.7,8.0,1.1,3.8,20487,20487
Mineral Wells,TX,15428,1077,1130,1000,1257,1492,2368,2098,1833,783,665,999,512,214,6723,5.0,11.4,20.9,21.8,16.1,14.1,2.3,5.8,2.6,21373,21373
Minerva,OH,4845,303,235,265,349,447,586,601,530,343,346,395,234,211,2137,0.0,4.9,20.2,20.9,20.0,15.3,7.1,10.9,0.7,23854,23854
